order_id,Sales,Quantity,Discount,Profit,customer_id,order_date,ship_mode,ship_date
CA-2017-105480,6.48,1,0.0,3.1104,DK-13225,2017-12-20,Standard Class,2017-12-26
CA-2017-164917,47.96,5,0.2,4.1965,MK-17905,2017-12-02,Standard Class,2017-12-07
CA-2015-102036,199.74,6,0.0,47.9376,CS-12130,2015-09-21,Standard Class,2015-09-27
CA-2015-142944,435.26,7,0.0,95.7572,JL-15850,2015-03-06,Standard Class,2015-03-11
CA-2014-157882,143.432,1,0.2,3.5858,AR-10405,2014-10-03,Second Class,2014-10-08
CA-2014-104283,306.2,5,0.0,0.0,LM-17065,2014-06-27,Standard Class,2014-07-01
CA-2017-142622,97.568,2,0.2,-6.098,JK-15625,2017-10-30,First Class,2017-11-02
CA-2016-132143,48.16,7,0.0,22.1536,FM-14215,2016-09-03,First Class,2016-09-05
CA-2015-153108,23.92,2,0.0,6.6976,SF-20200,2015-03-05,Standard Class,2015-03-09
CA-2016-112676,14.352,3,0.2,5.2026,PJ-18835,2016-05-05,First Class,2016-05-08
CA-2017-165687,35.04,2,0.0,12.264,CS-12355,2017-11-17,Standard Class,2017-11-23
US-2017-112928,17.48,5,0.2,1.311,BB-10990,2017-06-01,Second Class,2017-06-05
CA-2017-143343,16.4,5,0.0,4.756,BW-11200,2017-06-10,First Class,2017-06-13
CA-2017-115154,892.98,2,0.0,80.3682,RS-19420,2017-01-08,First Class,2017-01-11
CA-2015-149342,287.97,3,0.0,77.7519,TS-21160,2015-04-20,Standard Class,2015-04-25
CA-2015-130995,4.95,1,0.0,1.3365,QJ-19255,2015-11-01,Standard Class,2015-11-06
CA-2017-127929,181.95,3,0.0,38.2095,FM-14215,2017-12-23,Standard Class,2017-12-27
CA-2015-113145,13.52,4,0.0,6.2192,VD-21670,2015-11-01,Standard Class,2015-11-05
CA-2014-162362,12.72,3,0.0,6.36,JL-15505,2014-11-14,Standard Class,2014-11-18
CA-2016-106558,316.0,4,0.0,31.6,DL-13495,2016-01-17,Standard Class,2016-01-21
CA-2017-157931,723.92,4,0.0,188.2192,MO-17800,2017-09-17,Second Class,2017-09-22
CA-2016-115574,141.372,2,0.3,-14.1372,BP-11185,2016-12-23,First Class,2016-12-24
CA-2015-160794,27.216,3,0.2,9.8658,MS-17980,2015-08-06,First Class,2015-08-08
CA-2017-116225,390.75,5,0.0,171.93,SV-20935,2017-11-05,Standard Class,2017-11-09
US-2017-120418,280.792,1,0.2,35.099,BC-11125,2017-06-11,First Class,2017-06-12
CA-2017-122035,14.62,2,0.0,6.8714,EM-13825,2017-07-20,Standard Class,2017-07-25
CA-2015-117828,194.32,4,0.0,56.3528,BD-11500,2015-12-23,First Class,2015-12-26
CA-2017-165491,265.93,7,0.0,63.8232,HW-14935,2017-03-20,Standard Class,2017-03-24
CA-2015-109470,94.74,3,0.0,44.5278,KC-16255,2015-12-31,Second Class,2016-01-03
CA-2015-105102,79.872,3,0.2,29.952,BM-11575,2015-09-15,Second Class,2015-09-19
CA-2017-138422,14.352,3,0.2,5.2026,KN-16705,2017-09-23,First Class,2017-09-26
US-2015-147739,547.136,4,0.2,-68.392,JD-16150,2015-12-25,Standard Class,2015-12-29
CA-2016-155187,41.96,2,0.0,2.9372,LA-16780,2016-09-24,Second Class,2016-09-26
CA-2017-169285,277.4,5,0.0,133.152,RW-19690,2017-03-21,Standard Class,2017-03-25
CA-2014-140886,69.216,6,0.2,11.2476,KW-16570,2014-09-30,Standard Class,2014-10-04
CA-2017-152695,10.86,3,0.0,5.1042,CC-12220,2017-12-10,Same Day,2017-12-10
CA-2014-110639,25.92,4,0.0,12.4416,RH-19495,2014-08-23,Same Day,2014-08-23
CA-2014-121727,10.72,2,0.2,1.742,JK-15625,2014-08-19,Standard Class,2014-08-24
CA-2016-137736,41.86,7,0.0,10.465,DC-13285,2016-11-10,Standard Class,2016-11-15
US-2014-143231,63.2,5,0.0,23.384,GM-14455,2014-12-31,First Class,2015-01-03
US-2014-155894,123.552,3,0.2,-29.3436,CL-11890,2014-07-26,Second Class,2014-07-30
CA-2016-119025,490.32,9,0.0,137.2896,PV-18985,2016-02-22,Standard Class,2016-02-28
CA-2016-159373,70.08,5,0.2,24.528,LT-17110,2016-03-13,Standard Class,2016-03-18
CA-2017-109701,9.024,6,0.2,3.1584,AM-10360,2017-12-02,Same Day,2017-12-03
CA-2015-111514,1552.831,7,0.15,200.9546,SC-20260,2015-08-31,First Class,2015-09-02
US-2014-148838,1579.746,7,0.4,-447.5947,CP-12340,2014-03-17,Standard Class,2014-03-21
CA-2017-136497,13.71,5,0.7,-10.054,RF-19840,2017-04-16,Standard Class,2017-04-20
US-2016-108637,127.88,2,0.0,40.9216,AB-10060,2016-03-13,Standard Class,2016-03-18
CA-2014-102295,120.712,1,0.2,-18.1068,EH-13990,2014-11-24,Second Class,2014-11-26
CA-2017-123659,23.12,4,0.0,11.3288,MN-17935,2017-02-10,First Class,2017-02-13
US-2016-129469,532.704,6,0.2,-26.6352,KL-16555,2016-09-23,Standard Class,2016-09-27
CA-2017-155152,252.0,4,0.0,93.24,MP-17965,2017-07-07,Second Class,2017-07-09
CA-2016-159940,60.288,8,0.6,-27.1296,BF-11020,2016-07-07,Second Class,2016-07-11
CA-2017-119669,5.67,3,0.0,0.1134,TP-21130,2017-01-24,Standard Class,2017-01-30
US-2014-164616,76.776,4,0.7,-58.8616,MS-17770,2014-08-19,Second Class,2014-08-21
CA-2015-148628,32.75,5,0.0,15.065,KM-16375,2015-12-06,Standard Class,2015-12-11
CA-2016-118052,7.216,2,0.2,1.7138,BE-11455,2016-05-06,Standard Class,2016-05-10
US-2017-117534,176.04,4,0.0,45.7704,CV-12295,2017-03-25,First Class,2017-03-26
CA-2015-145065,7.86,2,0.0,3.6156,DK-13375,2015-12-12,First Class,2015-12-15
US-2015-127040,6.48,1,0.0,3.1104,SG-20605,2015-12-06,Standard Class,2015-12-10
CA-2016-128111,39.68,2,0.0,10.3168,CS-12355,2016-03-17,Standard Class,2016-03-23
CA-2015-137897,37.6,2,0.0,2.256,PJ-18835,2015-11-14,Standard Class,2015-11-19
CA-2017-169264,5.76,2,0.0,2.8224,NP-18700,2017-08-14,Second Class,2017-08-16
CA-2017-147361,628.81,7,0.0,12.5762,SB-20290,2017-09-09,Standard Class,2017-09-15
CA-2017-145877,94.2,6,0.0,23.55,AS-10090,2017-04-01,Second Class,2017-04-04
US-2016-110170,956.6648,7,0.32,-225.0976,HM-14860,2016-09-27,Standard Class,2016-10-03
CA-2017-108574,1115.91,9,0.0,200.8638,MG-18145,2017-10-07,Standard Class,2017-10-11
CA-2017-144589,24.2,5,0.0,7.986,TM-21010,2017-01-20,Standard Class,2017-01-25
CA-2017-155985,211.84,8,0.0,76.2624,BE-11335,2017-03-23,First Class,2017-03-25
CA-2014-162684,5.68,2,0.2,1.917,AS-10630,2014-08-01,Standard Class,2014-08-06
CA-2015-142041,7.52,5,0.2,2.632,EM-13810,2015-06-07,Second Class,2015-06-09
CA-2014-151295,11.96,2,0.0,5.8604,JA-15970,2014-11-12,Standard Class,2014-11-16
CA-2016-156300,754.45,5,0.0,60.356,TB-21595,2016-12-29,Standard Class,2017-01-02
CA-2015-146087,301.96,2,0.0,60.392,PP-18955,2015-07-06,Standard Class,2015-07-11
CA-2017-168655,595.0,5,0.0,95.2,ML-18040,2017-10-12,Standard Class,2017-10-18
CA-2016-107202,2396.4,10,0.2,179.73,LC-16930,2016-05-21,Standard Class,2016-05-28
CA-2017-159597,63.56,2,0.0,3.178,MC-17590,2017-11-09,Standard Class,2017-11-14
CA-2016-155551,230.376,3,0.2,-48.9549,CR-12580,2016-04-18,Standard Class,2016-04-23
US-2017-147669,158.928,7,0.2,41.7186,SV-20935,2017-12-25,Standard Class,2017-12-30
CA-2016-169922,1.344,4,0.8,-2.1504,MZ-17515,2016-06-11,Standard Class,2016-06-17
CA-2017-100748,58.48,8,0.0,27.4856,RB-19795,2017-05-13,Standard Class,2017-05-20
CA-2017-129805,7.4,2,0.0,3.034,HM-14860,2017-12-28,Standard Class,2018-01-02
CA-2014-148586,366.786,7,0.1,65.2064,AZ-10750,2014-03-25,Standard Class,2014-04-01
US-2017-112613,54.368,4,0.2,4.0776,JH-15910,2017-05-28,Standard Class,2017-06-01
CA-2015-154746,33.96,2,0.0,16.98,PJ-18835,2015-11-14,First Class,2015-11-17
CA-2017-140053,545.85,9,0.0,114.6285,CA-12265,2017-07-03,Standard Class,2017-07-10
CA-2014-164210,145.98,2,0.5,-99.2664,PW-19240,2014-11-18,Second Class,2014-11-20
CA-2017-139948,7.904,2,0.2,2.1736,SW-20455,2017-07-17,Standard Class,2017-07-22
CA-2016-146934,345.0,5,0.0,86.25,AF-10870,2016-05-22,Standard Class,2016-05-27
CA-2015-100573,17.48,2,0.0,8.2156,AM-10705,2015-09-25,Standard Class,2015-10-01
CA-2016-119165,492.835,5,0.3,-14.081,BD-11320,2016-10-31,Standard Class,2016-11-06
CA-2015-128027,269.49,3,0.0,5.3898,CM-12385,2015-09-14,Second Class,2015-09-17
CA-2016-140207,29.12,5,0.2,9.828,CS-12400,2016-11-05,Standard Class,2016-11-10
CA-2017-140949,18.75,5,0.0,9.0,DB-13405,2017-03-17,Second Class,2017-03-22
CA-2017-138548,97.84,2,0.0,25.4384,JG-15160,2017-08-15,Standard Class,2017-08-21
CA-2015-142419,29.97,3,0.0,13.4865,SC-20380,2015-07-11,Second Class,2015-07-13
CA-2017-148691,83.92,5,0.2,29.372,CS-12460,2017-12-03,Standard Class,2017-12-09
CA-2017-128755,9.11,1,0.0,4.0995,MK-18160,2017-05-04,Standard Class,2017-05-08
US-2016-135923,14.272,8,0.2,4.2816,CM-11935,2016-01-22,Standard Class,2016-01-28
CA-2016-114972,217.584,2,0.2,-29.9178,PF-19225,2016-11-03,First Class,2016-11-06
CA-2017-102750,1322.352,3,0.2,-99.1764,GM-14695,2017-09-04,Second Class,2017-09-08
CA-2014-145212,5.46,3,0.0,1.4742,DC-12850,2014-09-13,Standard Class,2014-09-19
CA-2017-141992,11.184,1,0.2,0.8388,FO-14305,2017-06-19,Standard Class,2017-06-25
CA-2017-147956,1003.62,6,0.0,0.0,AH-10210,2017-12-24,Standard Class,2017-12-31
CA-2017-126067,35.168,4,0.2,11.4296,KN-16705,2017-08-28,Standard Class,2017-09-03
CA-2015-104514,85.52,2,0.0,22.2352,CB-12535,2015-01-02,Second Class,2015-01-04
CA-2015-141040,631.96,4,0.0,303.3408,TB-21250,2015-10-09,Second Class,2015-10-13
CA-2014-113579,90.24,6,0.0,41.5104,KD-16345,2014-12-13,Second Class,2014-12-15
CA-2014-144624,4548.81,7,0.0,1228.1787,JM-15865,2014-11-19,Standard Class,2014-11-23
CA-2016-146206,300.93,5,0.3,-34.392,KT-16480,2016-09-10,Second Class,2016-09-14
CA-2014-136644,647.84,8,0.0,32.392,SC-20575,2014-06-16,Standard Class,2014-06-22
CA-2015-122371,64.17,3,0.0,18.6093,BS-11800,2015-09-26,Standard Class,2015-10-01
CA-2016-126935,9.584,1,0.2,3.3544,BT-11395,2016-05-19,Standard Class,2016-05-24
US-2017-133781,37.608,3,0.2,12.6927,DC-12850,2017-06-22,First Class,2017-06-23
CA-2017-131618,12.224,2,0.2,4.4312,LS-17200,2017-06-17,First Class,2017-06-20
CA-2016-149482,7.38,2,0.0,3.4686,RR-19315,2016-11-14,Standard Class,2016-11-19
CA-2014-143917,53.72,4,0.0,15.0416,KL-16645,2014-07-25,Second Class,2014-07-27
CA-2015-120397,32.784,4,0.8,-85.2384,RB-19435,2015-07-02,Same Day,2015-07-02
CA-2017-163902,196.776,3,0.2,14.7582,MY-17380,2017-03-02,Standard Class,2017-03-08
CA-2016-136812,1117.92,4,0.0,55.896,AW-10930,2016-11-18,Standard Class,2016-11-23
CA-2015-102722,106.5,6,0.0,41.535,KW-16570,2015-04-18,First Class,2015-04-19
CA-2017-155089,45.66,5,0.7,-33.484,DB-12910,2017-12-02,Standard Class,2017-12-06
CA-2016-124506,95.968,4,0.2,1.1996,BB-11545,2016-11-11,Standard Class,2016-11-17
CA-2014-106572,264.32,2,0.2,19.824,NP-18700,2014-09-05,Standard Class,2014-09-10
CA-2014-128888,604.656,9,0.2,204.0714,PB-19105,2014-11-15,Standard Class,2014-11-22
CA-2017-123134,129.93,3,0.0,12.993,DW-13585,2017-05-02,Standard Class,2017-05-07
CA-2016-124352,20.16,7,0.0,9.8784,CD-12790,2016-10-15,Standard Class,2016-10-21
CA-2015-124541,42.048,9,0.2,5.256,TT-21220,2015-04-06,Standard Class,2015-04-10
CA-2014-108707,10.368,2,0.2,3.6288,DB-12910,2014-10-24,Standard Class,2014-10-29
CA-2014-111500,114.2,5,0.0,52.532,DJ-13510,2014-08-17,Standard Class,2014-08-21
US-2017-117723,1801.632,6,0.2,-337.806,DL-13495,2017-08-15,Second Class,2017-08-18
CA-2015-143238,46.32,4,0.0,18.0648,LO-17170,2015-09-06,First Class,2015-09-08
CA-2015-168746,181.986,2,0.3,-54.5958,SV-20365,2015-01-27,Second Class,2015-01-29
CA-2015-113404,1348.704,6,0.2,-219.1644,EM-13810,2015-07-16,Same Day,2015-07-16
CA-2016-144792,111.888,7,0.2,22.3776,KD-16615,2016-04-30,Standard Class,2016-05-04
CA-2014-164385,143.952,3,0.2,14.3952,NB-18580,2014-09-26,Second Class,2014-10-01
US-2016-114174,173.94,3,0.0,13.9152,AP-10720,2016-09-08,Standard Class,2016-09-14
CA-2017-108070,205.92,4,0.0,2.0592,JE-15745,2017-04-16,Standard Class,2017-04-20
US-2015-128090,2.304,1,0.2,0.2592,JM-15865,2015-08-16,Standard Class,2015-08-22
CA-2017-101042,821.88,6,0.0,213.6888,AB-10105,2017-11-19,Standard Class,2017-11-23
CA-2016-155439,25.92,4,0.0,12.4416,PN-18775,2016-09-14,Standard Class,2016-09-18
CA-2016-118626,705.544,7,0.2,70.5544,JC-15775,2016-08-15,Standard Class,2016-08-20
CA-2015-111458,50.0,2,0.0,12.0,PF-19165,2015-09-26,Standard Class,2015-09-30
US-2016-126844,51.712,8,0.6,-32.32,BW-11110,2016-10-08,Standard Class,2016-10-14
US-2015-112508,6.992,2,0.2,0.5244,BP-11185,2015-03-24,Standard Class,2015-03-30
CA-2015-147788,1406.86,7,0.0,140.686,TM-21010,2015-05-31,Standard Class,2015-06-04
CA-2015-144288,9.216,4,0.2,3.3408,MB-17305,2015-12-25,Standard Class,2015-12-31
CA-2015-110632,15.02,1,0.0,2.7036,HR-14830,2015-03-17,Second Class,2015-03-22
CA-2017-109589,71.0,4,0.0,27.69,BD-11635,2017-12-21,First Class,2017-12-24
CA-2017-123967,25.12,5,0.2,7.85,SF-20200,2017-11-01,Second Class,2017-11-03
CA-2017-148929,478.08,8,0.0,133.8624,SP-20620,2017-09-07,Standard Class,2017-09-11
CA-2017-134404,164.388,2,0.4,-35.6174,DR-12880,2017-12-27,Same Day,2017-12-27
CA-2017-109778,2.912,2,0.2,0.91,VM-21685,2017-07-16,Standard Class,2017-07-21
CA-2016-155845,1399.944,7,0.2,52.4979,CM-12235,2016-08-12,Second Class,2016-08-15
CA-2017-145128,526.45,5,0.0,31.587,SM-20320,2017-07-09,Standard Class,2017-07-14
CA-2014-129091,16.23,3,0.0,7.9527,RA-19885,2014-11-22,Standard Class,2014-11-27
US-2014-155502,62.82,3,0.0,30.7818,SD-20485,2014-01-26,Standard Class,2014-01-31
CA-2015-121041,6.608,2,0.2,2.1476,CS-12250,2015-11-03,Standard Class,2015-11-10
CA-2017-131695,248.57,7,0.0,67.1139,RA-19285,2017-06-30,Standard Class,2017-07-06
CA-2016-137729,5.98,1,0.0,1.0166,BF-11005,2016-05-05,Standard Class,2016-05-09
US-2016-115455,14.136,2,0.6,-7.7748,SE-20110,2016-09-08,Standard Class,2016-09-14
CA-2017-128300,79.1,2,0.0,39.55,RS-19765,2017-11-24,Second Class,2017-11-26
CA-2017-149048,180.96,2,0.0,81.432,BM-11650,2017-05-13,Standard Class,2017-05-17
CA-2017-108553,121.94,2,0.0,35.3626,SK-19990,2017-04-23,Standard Class,2017-04-29
CA-2016-165848,14.94,3,0.0,7.0218,EN-13780,2016-06-04,Same Day,2016-06-04
CA-2014-112718,1.167,1,0.7,-0.8558,KN-16450,2014-12-16,Standard Class,2014-12-21
CA-2016-154053,16.99,1,0.0,4.9271,MG-17890,2016-03-04,Standard Class,2016-03-10
CA-2014-127446,24.672,3,0.2,0.0,MC-17590,2014-11-25,Standard Class,2014-11-30
CA-2016-137204,41.568,2,0.2,2.598,BO-11350,2016-04-28,Standard Class,2016-05-05
CA-2014-147298,230.28,3,0.2,23.028,AG-10300,2014-04-26,Standard Class,2014-05-03
CA-2017-147942,5.78,2,0.0,2.7166,MS-17365,2017-04-01,Standard Class,2017-04-05
CA-2017-115931,4.17,3,0.0,1.0842,JM-15655,2017-12-22,Standard Class,2017-12-26
CA-2014-164861,25.92,4,0.0,12.4416,MC-17635,2014-12-03,Second Class,2014-12-06
CA-2017-127180,11199.968,4,0.2,3919.9888,TA-21385,2017-10-22,First Class,2017-10-24
US-2017-165344,60.864,4,0.2,9.1296,SB-20290,2017-11-13,First Class,2017-11-15
CA-2015-168186,14.94,3,0.0,7.0218,AB-10150,2015-09-10,Standard Class,2015-09-15
US-2017-110604,39.96,2,0.0,17.1828,JF-15295,2017-05-15,Standard Class,2017-05-20
CA-2015-116750,4.928,2,0.2,0.7392,BF-10975,2015-07-05,Second Class,2015-07-10
CA-2015-162369,323.1,2,0.0,61.389,TT-21265,2015-08-15,Standard Class,2015-08-19
CA-2017-108441,19.04,4,0.0,9.3296,SB-20170,2017-06-12,Standard Class,2017-06-18
CA-2015-169740,29.99,1,0.0,2.999,LM-17065,2015-02-20,Standard Class,2015-02-25
CA-2016-124051,186.048,6,0.2,67.4424,KA-16525,2016-12-29,First Class,2016-12-30
CA-2016-149111,36.792,1,0.2,4.1391,BF-11170,2016-04-17,Second Class,2016-04-21
CA-2014-131002,57.69,3,0.0,23.6529,TB-21400,2014-09-07,Second Class,2014-09-12
US-2016-146794,424.9575,5,0.15,19.998,SH-19975,2016-09-26,Standard Class,2016-10-01
CA-2017-112515,10.776,3,0.2,3.5022,AS-10225,2017-09-17,Second Class,2017-09-21
CA-2016-150343,10.86,3,0.0,5.1042,PK-19075,2016-08-16,Standard Class,2016-08-20
CA-2015-135538,883.84,4,0.2,99.432,HR-14830,2015-12-24,Standard Class,2015-12-28
CA-2017-123372,1979.89,11,0.0,494.9725,DG-13300,2017-11-28,Standard Class,2017-12-02
CA-2017-159604,8.76,2,0.0,4.2048,CL-12700,2017-04-14,First Class,2017-04-15
CA-2016-164784,3.984,1,0.2,1.2948,HF-14995,2016-05-01,First Class,2016-05-04
CA-2016-111794,79.512,3,0.2,20.8719,HG-15025,2016-10-01,Same Day,2016-10-01
US-2015-139759,40.784,1,0.2,4.5882,NL-18310,2015-08-25,Standard Class,2015-08-30
CA-2014-126403,166.44,3,0.0,79.8912,RR-19525,2014-09-09,Second Class,2014-09-12
CA-2017-136875,166.44,3,0.0,79.8912,TC-21295,2017-12-03,Same Day,2017-12-03
CA-2017-132185,8.76,5,0.2,0.7665,DB-13615,2017-11-27,Standard Class,2017-12-02
US-2014-160780,11.088,7,0.7,-8.1312,SV-20785,2014-06-21,Same Day,2014-06-21
CA-2017-127026,14.4,5,0.0,7.056,MH-18115,2017-01-21,Standard Class,2017-01-27
CA-2017-137085,312.552,9,0.2,101.5794,CT-11995,2017-06-29,Standard Class,2017-07-06
CA-2016-133123,95.952,3,0.2,29.985,KB-16315,2016-09-06,Standard Class,2016-09-11
US-2016-128195,3.98,5,0.8,-6.567,RA-19285,2016-08-04,First Class,2016-08-05
CA-2015-153220,15.7,5,0.0,7.065,YC-21895,2015-11-12,First Class,2015-11-14
CA-2014-123064,5.248,4,0.2,1.64,RA-19915,2014-06-30,First Class,2014-07-02
CA-2017-156412,5.346,3,0.7,-4.455,CM-12160,2017-12-04,Standard Class,2017-12-08
US-2016-144211,15.48,3,0.2,5.6115,CS-12130,2016-08-28,Standard Class,2016-09-02
CA-2016-138079,109.9,5,0.0,37.366,AJ-10795,2016-01-22,Standard Class,2016-01-28
CA-2014-143182,15.384,1,0.2,4.0383,DL-12865,2014-10-15,Standard Class,2014-10-20
CA-2016-161662,30.352,2,0.2,10.6232,BE-11410,2016-02-07,First Class,2016-02-09
CA-2014-145317,821.3,4,0.5,-16.426,SM-20320,2014-03-18,Standard Class,2014-03-23
CA-2014-143413,116.28,3,0.0,56.9772,RP-19390,2014-05-24,Standard Class,2014-05-30
CA-2017-156818,132.6,6,0.0,17.238,JD-16015,2017-07-11,Second Class,2017-07-13
CA-2017-155873,16.68,2,0.0,4.3368,AB-10255,2017-06-16,Standard Class,2017-06-21
CA-2015-121797,227.36,7,0.0,81.8496,CC-12145,2015-01-30,Standard Class,2015-02-06
US-2015-120572,12.828,2,0.7,-8.9796,GH-14425,2015-12-11,Standard Class,2015-12-15
CA-2017-132430,45.888,4,0.2,9.1776,CP-12085,2017-10-09,First Class,2017-10-11
CA-2017-146031,60.12,9,0.0,22.2444,GM-14440,2017-07-29,Second Class,2017-08-01
CA-2014-110100,302.376,3,0.2,37.797,LC-16885,2014-04-25,Standard Class,2014-04-29
CA-2015-103723,13.9,5,0.0,5.56,BT-11305,2015-12-01,Standard Class,2015-12-06
CA-2014-127187,129.98,2,0.0,62.3904,CP-12085,2014-12-04,Standard Class,2014-12-08
CA-2017-128475,71.98,2,0.0,15.1158,SC-20680,2017-08-26,Standard Class,2017-09-01
CA-2014-100006,377.97,3,0.0,109.6113,DK-13375,2014-09-07,Standard Class,2014-09-13
CA-2017-144827,124.36,2,0.0,33.5772,SE-20110,2017-12-21,Standard Class,2017-12-27
CA-2014-110030,23.976,3,0.6,-14.3856,LF-17185,2014-12-06,Second Class,2014-12-08
CA-2014-121286,8.376,3,0.2,2.7222,ON-18715,2014-11-04,Second Class,2014-11-08
CA-2016-164735,81.2,5,0.0,12.18,TB-21400,2016-04-14,Second Class,2016-04-19
CA-2014-153479,14.45,5,0.0,6.7915,DF-13135,2014-10-04,Standard Class,2014-10-08
CA-2017-149888,359.97,5,0.4,-71.994,EP-13915,2017-11-07,Standard Class,2017-11-13
CA-2017-119193,1.641,1,0.7,-1.3128,SK-19990,2017-12-22,First Class,2017-12-24
CA-2017-104801,6.63,3,0.0,1.7901,FH-14350,2017-02-13,Standard Class,2017-02-19
CA-2014-107594,73.98,2,0.0,19.9746,EH-13945,2014-07-02,Standard Class,2014-07-06
CA-2015-129770,49.12,4,0.0,23.0864,JE-15715,2015-02-21,Second Class,2015-02-23
CA-2015-115798,377.97,3,0.0,94.4925,KL-16645,2015-11-13,Standard Class,2015-11-19
CA-2017-122707,477.24,4,0.0,9.5448,EB-13750,2017-04-16,First Class,2017-04-18
CA-2016-165015,46.72,5,0.2,17.52,BD-11725,2016-02-25,Second Class,2016-02-27
CA-2014-149244,35.34,2,0.0,13.4292,MS-17530,2014-11-04,Standard Class,2014-11-08
CA-2015-140144,257.64,6,0.0,100.4796,SC-20770,2015-06-20,Second Class,2015-06-25
CA-2017-163321,79.992,1,0.2,21.9978,FM-14380,2017-08-07,Second Class,2017-08-11
CA-2014-155887,700.056,3,0.3,-130.0104,KT-16480,2014-05-12,Standard Class,2014-05-17
US-2015-165449,27.168,4,0.2,-1.3584,AP-10720,2015-11-22,Standard Class,2015-11-26
CA-2015-110247,8.226,3,0.7,-6.0324,RH-19555,2015-12-04,Standard Class,2015-12-08
US-2014-141257,585.552,3,0.2,73.194,CS-11950,2014-06-08,Standard Class,2014-06-14
CA-2014-154669,423.28,11,0.0,110.0528,TM-21010,2014-08-08,Second Class,2014-08-11
CA-2014-158029,225.296,2,0.2,22.5296,HF-14995,2014-05-26,Standard Class,2014-05-30
CA-2015-155306,5.56,2,0.0,2.224,GA-14515,2015-04-17,Standard Class,2015-04-21
CA-2016-127775,239.97,3,0.0,71.991,ES-14020,2016-06-11,Second Class,2016-06-13
CA-2016-146171,76.92,4,0.0,31.5372,JP-16135,2016-03-11,Standard Class,2016-03-15
CA-2014-129574,48.4,5,0.0,23.232,Dp-13240,2014-05-26,First Class,2014-05-29
CA-2017-126536,0.99,1,0.0,0.4356,NK-18490,2017-10-12,First Class,2017-10-14
CA-2017-165757,10.332,3,0.7,-7.5768,PL-18925,2017-06-22,Standard Class,2017-06-28
CA-2017-167752,34.384,1,0.2,3.8682,RW-19690,2017-01-15,First Class,2017-01-18
US-2015-122140,32.192,2,0.8,-80.48,MO-17950,2015-04-02,Standard Class,2015-04-07
CA-2016-163986,54.5,5,0.0,14.17,JJ-15445,2016-09-03,Standard Class,2016-09-10
CA-2017-158967,19.104,3,0.2,5.7312,BT-11680,2017-12-10,First Class,2017-12-12
CA-2016-131576,49.44,3,0.0,24.2256,RD-19585,2016-11-22,Standard Class,2016-11-26
CA-2017-143455,10.368,2,0.2,3.6288,ML-17755,2017-11-11,Standard Class,2017-11-18
CA-2016-144729,154.44,3,0.0,1.5444,JE-15745,2016-10-21,Standard Class,2016-10-25
CA-2015-127019,60.984,7,0.2,4.5738,ER-13855,2015-12-21,Standard Class,2015-12-25
CA-2015-138534,195.466,2,0.15,-13.7976,JM-15535,2015-07-17,Second Class,2015-07-19
CA-2017-108322,23.68,8,0.2,6.216,SS-20140,2017-04-30,Standard Class,2017-05-05
CA-2017-167668,59.2,4,0.0,29.6,TC-21295,2017-05-06,First Class,2017-05-08
CA-2017-146724,22.0,10,0.0,9.68,HG-15025,2017-11-20,Standard Class,2017-11-27
CA-2016-139878,257.98,2,0.0,74.8142,LD-17005,2016-11-11,Standard Class,2016-11-16
US-2016-106677,23.988,2,0.4,-15.992,AS-10285,2016-11-05,Standard Class,2016-11-10
CA-2016-116974,23.976,4,0.4,-15.5844,MP-17965,2016-10-09,Standard Class,2016-10-15
CA-2015-149972,601.536,4,0.2,0.0,CD-12790,2015-09-21,First Class,2015-09-23
US-2014-117744,58.36,5,0.6,-24.803,MD-17860,2014-12-02,Standard Class,2014-12-06
CA-2014-125514,25.96,2,0.0,7.5284,BM-11650,2014-09-21,First Class,2014-09-22
CA-2014-154599,1075.088,14,0.2,94.0702,KN-16450,2014-04-12,Standard Class,2014-04-17
CA-2017-158743,13.36,4,0.0,4.1416,IG-15085,2017-10-20,Standard Class,2017-10-27
CA-2016-153318,783.96,5,0.2,78.396,JS-15595,2016-10-25,First Class,2016-10-28
US-2015-110163,7.88,1,0.2,1.773,GA-14725,2015-11-01,First Class,2015-11-04
CA-2017-143329,41.37,3,0.0,17.3754,DL-13330,2017-11-03,Standard Class,2017-11-08
CA-2015-159380,12.84,3,0.0,5.778,CS-12505,2015-05-12,Standard Class,2015-05-16
CA-2015-122623,47.516,2,0.3,-2.0364,CC-12145,2015-09-07,Standard Class,2015-09-11
CA-2015-148635,9.42,2,0.0,0.471,MH-18025,2015-07-25,Second Class,2015-07-27
CA-2015-135685,179.82,9,0.0,84.5154,MP-18175,2015-11-16,Second Class,2015-11-18
CA-2015-104626,114.6,5,0.0,51.57,DR-12940,2015-09-01,Standard Class,2015-09-08
CA-2016-160500,6.72,5,0.2,2.352,DM-13015,2016-05-05,First Class,2016-05-08
CA-2017-100202,302.376,3,0.2,22.6782,BD-11620,2016-12-31,Standard Class,2017-01-05
CA-2017-131016,8.928,2,0.2,0.558,DC-12850,2017-09-18,First Class,2017-09-20
US-2014-112914,33.792,8,0.2,10.56,MT-18070,2014-09-25,Standard Class,2014-09-30
CA-2016-124149,108.336,6,0.2,37.9176,MJ-17740,2016-04-23,First Class,2016-04-26
CA-2014-148915,443.92,5,0.2,-94.333,ND-18370,2014-11-01,Standard Class,2014-11-05
