product_id,category_id
OFF-PA-10004530,7
OFF-PA-10004530,9
OFF-PA-10004530,10
OFF-PA-10004530,11
OFF-PA-10004530,13
OFF-PA-10004530,14
OFF-PA-10004530,15
OFF-BI-10001107,3
OFF-BI-10001107,5
OFF-BI-10001107,7
OFF-BI-10001107,9
OFF-BI-10001107,10
OFF-BI-10001107,11
OFF-BI-10001107,13
OFF-BI-10001107,14
OFF-BI-10001107,15
OFF-PA-10004451,3
OFF-PA-10004451,5
OFF-PA-10004451,7
OFF-PA-10004451,9
OFF-PA-10004451,10
OFF-PA-10004451,11
OFF-PA-10004451,13
OFF-PA-10004451,14
OFF-PA-10004451,15
FUR-CH-10004997,1
FUR-CH-10004997,2
FUR-CH-10004997,4
FUR-CH-10004997,6
TEC-PH-10000347,8
TEC-PH-10000347,12
TEC-PH-10000347,16
TEC-PH-10000347,17
OFF-AR-10003394,3
OFF-AR-10003394,5
OFF-AR-10003394,7
OFF-AR-10003394,9
OFF-AR-10003394,10
OFF-AR-10003394,11
OFF-AR-10003394,13
OFF-AR-10003394,14
OFF-AR-10003394,15
OFF-PA-10001450,3
OFF-PA-10001450,5
OFF-PA-10001450,7
OFF-PA-10001450,9
OFF-PA-10001450,10
OFF-PA-10001450,11
OFF-PA-10001450,13
OFF-PA-10001450,14
OFF-PA-10001450,15
OFF-SU-10001574,3
OFF-SU-10001574,5
OFF-SU-10001574,7
OFF-SU-10001574,9
OFF-SU-10001574,10
OFF-SU-10001574,11
OFF-SU-10001574,13
OFF-SU-10001574,14
OFF-SU-10001574,15
FUR-FU-10001475,1
FUR-FU-10001475,2
FUR-FU-10001475,4
FUR-FU-10001475,6
OFF-SU-10004498,3
OFF-SU-10004498,5
OFF-SU-10004498,7
OFF-SU-10004498,9
OFF-SU-10004498,10
OFF-SU-10004498,11
OFF-SU-10004498,13
OFF-SU-10004498,14
OFF-SU-10004498,15
TEC-PH-10000586,8
TEC-PH-10000586,12
TEC-PH-10000586,16
TEC-PH-10000586,17
OFF-BI-10002764,3
OFF-BI-10002764,5
OFF-BI-10002764,7
OFF-BI-10002764,9
OFF-BI-10002764,10
OFF-BI-10002764,11
OFF-BI-10002764,13
OFF-BI-10002764,14
OFF-BI-10002764,15
OFF-LA-10003930,3
OFF-LA-10003930,5
OFF-LA-10003930,7
OFF-LA-10003930,9
OFF-LA-10003930,10
OFF-LA-10003930,11
OFF-LA-10003930,13
OFF-LA-10003930,14
OFF-LA-10003930,15
TEC-PH-10003800,8
TEC-PH-10003800,12
TEC-PH-10003800,16
TEC-PH-10003800,17
OFF-PA-10002005,3
OFF-PA-10002005,5
OFF-PA-10002005,7
OFF-PA-10002005,9
OFF-PA-10002005,10
OFF-PA-10002005,11
OFF-PA-10002005,13
OFF-PA-10002005,14
OFF-PA-10002005,15
OFF-PA-10004101,3
OFF-PA-10004101,5
OFF-PA-10004101,7
OFF-PA-10004101,9
OFF-PA-10004101,10
OFF-PA-10004101,11
OFF-PA-10004101,13
OFF-PA-10004101,14
OFF-PA-10004101,15
OFF-AR-10004078,3
OFF-AR-10004078,5
OFF-AR-10004078,7
OFF-AR-10004078,9
OFF-AR-10004078,10
OFF-AR-10004078,11
OFF-AR-10004078,13
OFF-AR-10004078,14
OFF-AR-10004078,15
OFF-AP-10004708,3
OFF-AP-10004708,5
OFF-AP-10004708,7
OFF-AP-10004708,9
OFF-AP-10004708,10
OFF-AP-10004708,11
OFF-AP-10004708,13
OFF-AP-10004708,14
OFF-AP-10004708,15
FUR-FU-10001979,1
FUR-FU-10001979,2
FUR-FU-10001979,4
FUR-FU-10001979,6
OFF-SU-10004115,3
OFF-SU-10004115,5
OFF-SU-10004115,7
OFF-SU-10004115,9
OFF-SU-10004115,10
OFF-SU-10004115,11
OFF-SU-10004115,13
OFF-SU-10004115,14
OFF-SU-10004115,15
TEC-PH-10001425,8
TEC-PH-10001425,12
TEC-PH-10001425,16
TEC-PH-10001425,17
TEC-PH-10003963,8
TEC-PH-10003963,12
TEC-PH-10003963,16
TEC-PH-10003963,17
OFF-ST-10001490,3
OFF-ST-10001490,5
OFF-ST-10001490,7
OFF-ST-10001490,9
OFF-ST-10001490,10
OFF-ST-10001490,11
OFF-ST-10001490,13
OFF-ST-10001490,14
OFF-ST-10001490,15
OFF-PA-10002120,3
OFF-PA-10002120,5
OFF-PA-10002120,7
OFF-PA-10002120,9
OFF-PA-10002120,10
OFF-PA-10002120,11
OFF-PA-10002120,13
OFF-PA-10002120,14
OFF-PA-10002120,15
OFF-BI-10000848,3
OFF-BI-10000848,5
OFF-BI-10000848,7
OFF-BI-10000848,9
OFF-BI-10000848,10
OFF-BI-10000848,11
OFF-BI-10000848,13
OFF-BI-10000848,14
OFF-BI-10000848,15
TEC-PH-10003092,8
TEC-PH-10003092,12
TEC-PH-10003092,16
TEC-PH-10003092,17
OFF-LA-10004345,3
OFF-LA-10004345,5
OFF-LA-10004345,7
OFF-LA-10004345,9
OFF-LA-10004345,10
OFF-LA-10004345,11
OFF-LA-10004345,13
OFF-LA-10004345,14
OFF-LA-10004345,15
OFF-PA-10001204,3
OFF-PA-10001204,5
OFF-PA-10001204,7
OFF-PA-10001204,9
OFF-PA-10001204,10
OFF-PA-10001204,11
OFF-PA-10001204,13
OFF-PA-10001204,14
OFF-PA-10001204,15
TEC-PH-10004667,8
TEC-PH-10004667,12
TEC-PH-10004667,16
TEC-PH-10004667,17
OFF-BI-10002949,3
OFF-BI-10002949,5
OFF-BI-10002949,7
OFF-BI-10002949,9
OFF-BI-10002949,10
OFF-BI-10002949,11
OFF-BI-10002949,13
OFF-BI-10002949,14
OFF-BI-10002949,15
FUR-FU-10003849,1
FUR-FU-10003849,2
FUR-FU-10003849,4
FUR-FU-10003849,6
FUR-FU-10000010,1
FUR-FU-10000010,2
FUR-FU-10000010,4
FUR-FU-10000010,6
OFF-BI-10002824,3
OFF-BI-10002824,5
OFF-BI-10002824,7
OFF-BI-10002824,9
OFF-BI-10002824,10
OFF-BI-10002824,11
OFF-BI-10002824,13
OFF-BI-10002824,14
OFF-BI-10002824,15
TEC-PH-10002538,8
TEC-PH-10002538,12
TEC-PH-10002538,16
TEC-PH-10002538,17
OFF-BI-10002103,3
OFF-BI-10002103,5
OFF-BI-10002103,7
OFF-BI-10002103,9
OFF-BI-10002103,10
OFF-BI-10002103,11
OFF-BI-10002103,13
OFF-BI-10002103,14
OFF-BI-10002103,15
FUR-CH-10004853,1
FUR-CH-10004853,2
FUR-CH-10004853,4
FUR-CH-10004853,6
OFF-AP-10000179,3
OFF-AP-10000179,5
OFF-AP-10000179,7
OFF-AP-10000179,9
OFF-AP-10000179,10
OFF-AP-10000179,11
OFF-AP-10000179,13
OFF-AP-10000179,14
OFF-AP-10000179,15
OFF-ST-10001272,3
OFF-ST-10001272,5
OFF-ST-10001272,7
OFF-ST-10001272,9
OFF-ST-10001272,10
OFF-ST-10001272,11
OFF-ST-10001272,13
OFF-ST-10001272,14
OFF-ST-10001272,15
FUR-FU-10000221,1
FUR-FU-10000221,2
FUR-FU-10000221,4
FUR-FU-10000221,6
OFF-AP-10001563,3
OFF-AP-10001563,5
OFF-AP-10001563,7
OFF-AP-10001563,9
OFF-AP-10001563,10
OFF-AP-10001563,11
OFF-AP-10001563,13
OFF-AP-10001563,14
OFF-AP-10001563,15
OFF-BI-10000605,3
OFF-BI-10000605,5
OFF-BI-10000605,7
OFF-BI-10000605,9
OFF-BI-10000605,10
OFF-BI-10000605,11
OFF-BI-10000605,13
OFF-BI-10000605,14
OFF-BI-10000605,15
OFF-ST-10001963,3
OFF-ST-10001963,5
OFF-ST-10001963,7
OFF-ST-10001963,9
OFF-ST-10001963,10
OFF-ST-10001963,11
OFF-ST-10001963,13
OFF-ST-10001963,14
OFF-ST-10001963,15
TEC-AC-10001267,8
TEC-AC-10001267,12
TEC-AC-10001267,16
TEC-AC-10001267,17
TEC-PH-10002103,8
TEC-PH-10002103,12
TEC-PH-10002103,16
TEC-PH-10002103,17
TEC-AC-10002857,8
TEC-AC-10002857,12
TEC-AC-10002857,16
TEC-AC-10002857,17
FUR-CH-10001482,1
FUR-CH-10001482,2
FUR-CH-10001482,4
FUR-CH-10001482,6
OFF-BI-10001989,3
OFF-BI-10001989,5
OFF-BI-10001989,7
OFF-BI-10001989,9
OFF-BI-10001989,10
OFF-BI-10001989,11
OFF-BI-10001989,13
OFF-BI-10001989,14
OFF-BI-10001989,15
OFF-AP-10003287,3
OFF-AP-10003287,5
OFF-AP-10003287,7
OFF-AP-10003287,9
OFF-AP-10003287,10
OFF-AP-10003287,11
OFF-AP-10003287,13
OFF-AP-10003287,14
OFF-AP-10003287,15
OFF-BI-10004728,3
OFF-BI-10004728,5
OFF-BI-10004728,7
OFF-BI-10004728,9
OFF-BI-10004728,10
OFF-BI-10004728,11
OFF-BI-10004728,13
OFF-BI-10004728,14
OFF-BI-10004728,15
FUR-FU-10000732,1
FUR-FU-10000732,2
FUR-FU-10000732,4
FUR-FU-10000732,6
OFF-ST-10000585,3
OFF-ST-10000585,5
OFF-ST-10000585,7
OFF-ST-10000585,9
OFF-ST-10000585,10
OFF-ST-10000585,11
OFF-ST-10000585,13
OFF-ST-10000585,14
OFF-ST-10000585,15
OFF-LA-10002787,3
OFF-LA-10002787,5
OFF-LA-10002787,7
OFF-LA-10002787,9
OFF-LA-10002787,10
OFF-LA-10002787,11
OFF-LA-10002787,13
OFF-LA-10002787,14
OFF-LA-10002787,15
OFF-PA-10001934,3
OFF-PA-10001934,5
OFF-PA-10001934,7
OFF-PA-10001934,9
OFF-PA-10001934,10
OFF-PA-10001934,11
OFF-PA-10001934,13
OFF-PA-10001934,14
OFF-PA-10001934,15
OFF-AP-10002457,3
OFF-AP-10002457,5
OFF-AP-10002457,7
OFF-AP-10002457,9
OFF-AP-10002457,10
OFF-AP-10002457,11
OFF-AP-10002457,13
OFF-AP-10002457,14
OFF-AP-10002457,15
OFF-FA-10003112,3
OFF-FA-10003112,5
OFF-FA-10003112,7
OFF-FA-10003112,9
OFF-FA-10003112,10
OFF-FA-10003112,11
OFF-FA-10003112,13
OFF-FA-10003112,14
OFF-FA-10003112,15
OFF-AP-10002350,3
OFF-AP-10002350,5
OFF-AP-10002350,7
OFF-AP-10002350,9
OFF-AP-10002350,10
OFF-AP-10002350,11
OFF-AP-10002350,13
OFF-AP-10002350,14
OFF-AP-10002350,15
TEC-AC-10001142,8
TEC-AC-10001142,12
TEC-AC-10001142,16
TEC-AC-10001142,17
TEC-AC-10001101,8
TEC-AC-10001101,12
TEC-AC-10001101,16
TEC-AC-10001101,17
OFF-AP-10002439,3
OFF-AP-10002439,5
OFF-AP-10002439,7
OFF-AP-10002439,9
OFF-AP-10002439,10
OFF-AP-10002439,11
OFF-AP-10002439,13
OFF-AP-10002439,14
OFF-AP-10002439,15
OFF-BI-10002827,3
OFF-BI-10002827,5
OFF-BI-10002827,7
OFF-BI-10002827,9
OFF-BI-10002827,10
OFF-BI-10002827,11
OFF-BI-10002827,13
OFF-BI-10002827,14
OFF-BI-10002827,15
OFF-EN-10002230,3
OFF-EN-10002230,5
OFF-EN-10002230,7
OFF-EN-10002230,9
OFF-EN-10002230,10
OFF-EN-10002230,11
OFF-EN-10002230,13
OFF-EN-10002230,14
OFF-EN-10002230,15
OFF-ST-10001511,3
OFF-ST-10001511,5
OFF-ST-10001511,7
OFF-ST-10001511,9
OFF-ST-10001511,10
OFF-ST-10001511,11
OFF-ST-10001511,13
OFF-ST-10001511,14
OFF-ST-10001511,15
OFF-SU-10004231,3
OFF-SU-10004231,5
OFF-SU-10004231,7
OFF-SU-10004231,9
OFF-SU-10004231,10
OFF-SU-10004231,11
OFF-SU-10004231,13
OFF-SU-10004231,14
OFF-SU-10004231,15
TEC-PH-10004042,8
TEC-PH-10004042,12
TEC-PH-10004042,16
TEC-PH-10004042,17
FUR-FU-10003096,1
FUR-FU-10003096,2
FUR-FU-10003096,4
FUR-FU-10003096,6
FUR-FU-10002759,1
FUR-FU-10002759,2
FUR-FU-10002759,4
FUR-FU-10002759,6
FUR-TA-10000688,1
FUR-TA-10000688,2
FUR-TA-10000688,4
FUR-TA-10000688,6
OFF-AR-10001954,3
OFF-AR-10001954,5
OFF-AR-10001954,7
OFF-AR-10001954,9
OFF-AR-10001954,10
OFF-AR-10001954,11
OFF-AR-10001954,13
OFF-AR-10001954,14
OFF-AR-10001954,15
OFF-AP-10004532,3
OFF-AP-10004532,5
OFF-AP-10004532,7
OFF-AP-10004532,9
OFF-AP-10004532,10
OFF-AP-10004532,11
OFF-AP-10004532,13
OFF-AP-10004532,14
OFF-AP-10004532,15
OFF-PA-10002137,3
OFF-PA-10002137,5
OFF-PA-10002137,7
OFF-PA-10002137,9
OFF-PA-10002137,10
OFF-PA-10002137,11
OFF-PA-10002137,13
OFF-PA-10002137,14
OFF-PA-10002137,15
OFF-AP-10000804,3
OFF-AP-10000804,5
OFF-AP-10000804,7
OFF-AP-10000804,9
OFF-AP-10000804,10
OFF-AP-10000804,11
OFF-AP-10000804,13
OFF-AP-10000804,14
OFF-AP-10000804,15
TEC-AC-10003614,8
TEC-AC-10003614,12
TEC-AC-10003614,16
TEC-AC-10003614,17
FUR-FU-10003553,1
FUR-FU-10003553,2
FUR-FU-10003553,4
FUR-FU-10003553,6
OFF-BI-10004632,3
OFF-BI-10004632,5
OFF-BI-10004632,7
OFF-BI-10004632,9
OFF-BI-10004632,10
OFF-BI-10004632,11
OFF-BI-10004632,13
OFF-BI-10004632,14
OFF-BI-10004632,15
OFF-BI-10003305,3
OFF-BI-10003305,5
OFF-BI-10003305,7
OFF-BI-10003305,9
OFF-BI-10003305,10
OFF-BI-10003305,11
OFF-BI-10003305,13
OFF-BI-10003305,14
OFF-BI-10003305,15
OFF-ST-10002583,3
OFF-ST-10002583,5
OFF-ST-10002583,7
OFF-ST-10002583,9
OFF-ST-10002583,10
OFF-ST-10002583,11
OFF-ST-10002583,13
OFF-ST-10002583,14
OFF-ST-10002583,15
TEC-MA-10004125,8
TEC-MA-10004125,12
TEC-MA-10004125,16
TEC-MA-10004125,17
OFF-LA-10001934,3
OFF-LA-10001934,5
OFF-LA-10001934,7
OFF-LA-10001934,9
OFF-LA-10001934,10
OFF-LA-10001934,11
OFF-LA-10001934,13
OFF-LA-10001934,14
OFF-LA-10001934,15
FUR-BO-10004015,1
FUR-BO-10004015,2
FUR-BO-10004015,4
FUR-BO-10004015,6
FUR-FU-10004071,1
FUR-FU-10004071,2
FUR-FU-10004071,4
FUR-FU-10004071,6
OFF-ST-10002444,3
OFF-ST-10002444,5
OFF-ST-10002444,7
OFF-ST-10002444,9
OFF-ST-10002444,10
OFF-ST-10002444,11
OFF-ST-10002444,13
OFF-ST-10002444,14
OFF-ST-10002444,15
TEC-AC-10002253,8
TEC-AC-10002253,12
TEC-AC-10002253,16
TEC-AC-10002253,17
OFF-PA-10000743,3
OFF-PA-10000743,5
OFF-PA-10000743,7
OFF-PA-10000743,9
OFF-PA-10000743,10
OFF-PA-10000743,11
OFF-PA-10000743,13
OFF-PA-10000743,14
OFF-PA-10000743,15
OFF-LA-10002312,3
OFF-LA-10002312,5
OFF-LA-10002312,7
OFF-LA-10002312,9
OFF-LA-10002312,10
OFF-LA-10002312,11
OFF-LA-10002312,13
OFF-LA-10002312,14
OFF-LA-10002312,15
OFF-LA-10003510,3
OFF-LA-10003510,5
OFF-LA-10003510,7
OFF-LA-10003510,9
OFF-LA-10003510,10
OFF-LA-10003510,11
OFF-LA-10003510,13
OFF-LA-10003510,14
OFF-LA-10003510,15
OFF-AR-10001118,3
OFF-AR-10001118,5
OFF-AR-10001118,7
OFF-AR-10001118,9
OFF-AR-10001118,10
OFF-AR-10001118,11
OFF-AR-10001118,13
OFF-AR-10001118,14
OFF-AR-10001118,15
OFF-BI-10001575,3
OFF-BI-10001575,5
OFF-BI-10001575,7
OFF-BI-10001575,9
OFF-BI-10001575,10
OFF-BI-10001575,11
OFF-BI-10001575,13
OFF-BI-10001575,14
OFF-BI-10001575,15
FUR-FU-10003394,1
FUR-FU-10003394,2
FUR-FU-10003394,4
FUR-FU-10003394,6
FUR-TA-10002774,1
FUR-TA-10002774,2
FUR-TA-10002774,4
FUR-TA-10002774,6
OFF-PA-10001800,3
OFF-PA-10001800,5
OFF-PA-10001800,7
OFF-PA-10001800,9
OFF-PA-10001800,10
OFF-PA-10001800,11
OFF-PA-10001800,13
OFF-PA-10001800,14
OFF-PA-10001800,15
OFF-AP-10001469,3
OFF-AP-10001469,5
OFF-AP-10001469,7
OFF-AP-10001469,9
OFF-AP-10001469,10
OFF-AP-10001469,11
OFF-AP-10001469,13
OFF-AP-10001469,14
OFF-AP-10001469,15
FUR-BO-10003272,1
FUR-BO-10003272,2
FUR-BO-10003272,4
FUR-BO-10003272,6
OFF-EN-10001219,3
OFF-EN-10001219,5
OFF-EN-10001219,7
OFF-EN-10001219,9
OFF-EN-10001219,10
OFF-EN-10001219,11
OFF-EN-10001219,13
OFF-EN-10001219,14
OFF-EN-10001219,15
OFF-AP-10001154,3
OFF-AP-10001154,5
OFF-AP-10001154,7
OFF-AP-10001154,9
OFF-AP-10001154,10
OFF-AP-10001154,11
OFF-AP-10001154,13
OFF-AP-10001154,14
OFF-AP-10001154,15
TEC-AC-10001606,8
TEC-AC-10001606,12
TEC-AC-10001606,16
TEC-AC-10001606,17
OFF-BI-10003355,3
OFF-BI-10003355,5
OFF-BI-10003355,7
OFF-BI-10003355,9
OFF-BI-10003355,10
OFF-BI-10003355,11
OFF-BI-10003355,13
OFF-BI-10003355,14
OFF-BI-10003355,15
FUR-FU-10002253,1
FUR-FU-10002253,2
FUR-FU-10002253,4
FUR-FU-10002253,6
OFF-PA-10004092,3
OFF-PA-10004092,5
OFF-PA-10004092,7
OFF-PA-10004092,9
OFF-PA-10004092,10
OFF-PA-10004092,11
OFF-PA-10004092,13
OFF-PA-10004092,14
OFF-PA-10004092,15
FUR-TA-10000198,1
FUR-TA-10000198,2
FUR-TA-10000198,4
FUR-TA-10000198,6
OFF-ST-10000036,3
OFF-ST-10000036,5
OFF-ST-10000036,7
OFF-ST-10000036,9
OFF-ST-10000036,10
OFF-ST-10000036,11
OFF-ST-10000036,13
OFF-ST-10000036,14
OFF-ST-10000036,15
FUR-FU-10000222,1
FUR-FU-10000222,2
FUR-FU-10000222,4
FUR-FU-10000222,6
OFF-SU-10004664,3
OFF-SU-10004664,5
OFF-SU-10004664,7
OFF-SU-10004664,9
OFF-SU-10004664,10
OFF-SU-10004664,11
OFF-SU-10004664,13
OFF-SU-10004664,14
OFF-SU-10004664,15
OFF-EN-10001141,3
OFF-EN-10001141,5
OFF-EN-10001141,7
OFF-EN-10001141,9
OFF-EN-10001141,10
OFF-EN-10001141,11
OFF-EN-10001141,13
OFF-EN-10001141,14
OFF-EN-10001141,15
TEC-PH-10002170,8
TEC-PH-10002170,12
TEC-PH-10002170,16
TEC-PH-10002170,17
OFF-PA-10001954,3
OFF-PA-10001954,5
OFF-PA-10001954,7
OFF-PA-10001954,9
OFF-PA-10001954,10
OFF-PA-10001954,11
OFF-PA-10001954,13
OFF-PA-10001954,14
OFF-PA-10001954,15
FUR-TA-10002228,1
FUR-TA-10002228,2
FUR-TA-10002228,4
FUR-TA-10002228,6
OFF-ST-10004634,3
OFF-ST-10004634,5
OFF-ST-10004634,7
OFF-ST-10004634,9
OFF-ST-10004634,10
OFF-ST-10004634,11
OFF-ST-10004634,13
OFF-ST-10004634,14
OFF-ST-10004634,15
TEC-AC-10003610,8
TEC-AC-10003610,12
TEC-AC-10003610,16
TEC-AC-10003610,17
FUR-BO-10001619,1
FUR-BO-10001619,2
FUR-BO-10001619,4
FUR-BO-10001619,6
OFF-BI-10000138,3
OFF-BI-10000138,5
OFF-BI-10000138,7
OFF-BI-10000138,9
OFF-BI-10000138,10
OFF-BI-10000138,11
OFF-BI-10000138,13
OFF-BI-10000138,14
OFF-BI-10000138,15
TEC-AC-10001383,8
TEC-AC-10001383,12
TEC-AC-10001383,16
TEC-AC-10001383,17
OFF-LA-10003223,3
OFF-LA-10003223,5
OFF-LA-10003223,7
OFF-LA-10003223,9
OFF-LA-10003223,10
OFF-LA-10003223,11
OFF-LA-10003223,13
OFF-LA-10003223,14
OFF-LA-10003223,15
OFF-BI-10004094,3
OFF-BI-10004094,5
OFF-BI-10004094,7
OFF-BI-10004094,9
OFF-BI-10004094,10
OFF-BI-10004094,11
OFF-BI-10004094,13
OFF-BI-10004094,14
OFF-BI-10004094,15
OFF-PA-10004971,3
OFF-PA-10004971,5
OFF-PA-10004971,7
OFF-PA-10004971,9
OFF-PA-10004971,10
OFF-PA-10004971,11
OFF-PA-10004971,13
OFF-PA-10004971,14
OFF-PA-10004971,15
OFF-SU-10004261,3
OFF-SU-10004261,5
OFF-SU-10004261,7
OFF-SU-10004261,9
OFF-SU-10004261,10
OFF-SU-10004261,11
OFF-SU-10004261,13
OFF-SU-10004261,14
OFF-SU-10004261,15
TEC-PH-10000004,8
TEC-PH-10000004,12
TEC-PH-10000004,16
TEC-PH-10000004,17
OFF-BI-10003638,3
OFF-BI-10003638,5
OFF-BI-10003638,7
OFF-BI-10003638,9
OFF-BI-10003638,10
OFF-BI-10003638,11
OFF-BI-10003638,13
OFF-BI-10003638,14
OFF-BI-10003638,15
FUR-FU-10003577,1
FUR-FU-10003577,2
FUR-FU-10003577,4
FUR-FU-10003577,6
OFF-BI-10000546,3
OFF-BI-10000546,5
OFF-BI-10000546,7
OFF-BI-10000546,9
OFF-BI-10000546,10
OFF-BI-10000546,11
OFF-BI-10000546,13
OFF-BI-10000546,14
OFF-BI-10000546,15
TEC-CO-10002095,8
TEC-CO-10002095,12
TEC-CO-10002095,16
TEC-CO-10002095,17
FUR-TA-10001095,1
FUR-TA-10001095,2
FUR-TA-10001095,4
FUR-TA-10001095,6
OFF-LA-10004484,3
OFF-LA-10004484,5
OFF-LA-10004484,7
OFF-LA-10004484,9
OFF-LA-10004484,10
OFF-LA-10004484,11
OFF-LA-10004484,13
OFF-LA-10004484,14
OFF-LA-10004484,15
OFF-EN-10001532,3
OFF-EN-10001532,5
OFF-EN-10001532,7
OFF-EN-10001532,9
OFF-EN-10001532,10
OFF-EN-10001532,11
OFF-EN-10001532,13
OFF-EN-10001532,14
OFF-EN-10001532,15
TEC-AC-10003174,8
TEC-AC-10003174,12
TEC-AC-10003174,16
TEC-AC-10003174,17
OFF-BI-10004187,3
OFF-BI-10004187,5
OFF-BI-10004187,7
OFF-BI-10004187,9
OFF-BI-10004187,10
OFF-BI-10004187,11
OFF-BI-10004187,13
OFF-BI-10004187,14
OFF-BI-10004187,15
OFF-ST-10000025,3
OFF-ST-10000025,5
OFF-ST-10000025,7
OFF-ST-10000025,9
OFF-ST-10000025,10
OFF-ST-10000025,11
OFF-ST-10000025,13
OFF-ST-10000025,14
OFF-ST-10000025,15
FUR-FU-10004306,1
FUR-FU-10004306,2
FUR-FU-10004306,4
FUR-FU-10004306,6
FUR-CH-10003746,1
FUR-CH-10003746,2
FUR-CH-10003746,4
FUR-CH-10003746,6
OFF-BI-10001036,3
OFF-BI-10001036,5
OFF-BI-10001036,7
OFF-BI-10001036,9
OFF-BI-10001036,10
OFF-BI-10001036,11
OFF-BI-10001036,13
OFF-BI-10001036,14
OFF-BI-10001036,15
OFF-BI-10000301,3
OFF-BI-10000301,5
OFF-BI-10000301,7
OFF-BI-10000301,9
OFF-BI-10000301,10
OFF-BI-10000301,11
OFF-BI-10000301,13
OFF-BI-10000301,14
OFF-BI-10000301,15
OFF-AR-10004648,3
OFF-AR-10004648,5
OFF-AR-10004648,7
OFF-AR-10004648,9
OFF-AR-10004648,10
OFF-AR-10004648,11
OFF-AR-10004648,13
OFF-AR-10004648,14
OFF-AR-10004648,15
FUR-FU-10002597,1
FUR-FU-10002597,2
FUR-FU-10002597,4
FUR-FU-10002597,6
OFF-AR-10003405,3
OFF-AR-10003405,5
OFF-AR-10003405,7
OFF-AR-10003405,9
OFF-AR-10003405,10
OFF-AR-10003405,11
OFF-AR-10003405,13
OFF-AR-10003405,14
OFF-AR-10003405,15
FUR-CH-10002335,1
FUR-CH-10002335,2
FUR-CH-10002335,4
FUR-CH-10002335,6
OFF-PA-10003657,3
OFF-PA-10003657,5
OFF-PA-10003657,7
OFF-PA-10003657,9
OFF-PA-10003657,10
OFF-PA-10003657,11
OFF-PA-10003657,13
OFF-PA-10003657,14
OFF-PA-10003657,15
FUR-BO-10004409,1
FUR-BO-10004409,2
FUR-BO-10004409,4
FUR-BO-10004409,6
TEC-AC-10000057,8
TEC-AC-10000057,12
TEC-AC-10000057,16
TEC-AC-10000057,17
OFF-EN-10000056,3
OFF-EN-10000056,5
OFF-EN-10000056,7
OFF-EN-10000056,9
OFF-EN-10000056,10
OFF-EN-10000056,11
OFF-EN-10000056,13
OFF-EN-10000056,14
OFF-EN-10000056,15
OFF-BI-10000014,3
OFF-BI-10000014,5
OFF-BI-10000014,7
OFF-BI-10000014,9
OFF-BI-10000014,10
OFF-BI-10000014,11
OFF-BI-10000014,13
OFF-BI-10000014,14
OFF-BI-10000014,15
FUR-CH-10004675,1
FUR-CH-10004675,2
FUR-CH-10004675,4
FUR-CH-10004675,6
OFF-BI-10001132,3
OFF-BI-10001132,5
OFF-BI-10001132,7
OFF-BI-10001132,9
OFF-BI-10001132,10
OFF-BI-10001132,11
OFF-BI-10001132,13
OFF-BI-10001132,14
OFF-BI-10001132,15
FUR-CH-10003199,1
FUR-CH-10003199,2
FUR-CH-10003199,4
FUR-CH-10003199,6
TEC-PH-10001530,8
TEC-PH-10001530,12
TEC-PH-10001530,16
TEC-PH-10001530,17
OFF-LA-10001569,3
OFF-LA-10001569,5
OFF-LA-10001569,7
OFF-LA-10001569,9
OFF-LA-10001569,10
OFF-LA-10001569,11
OFF-LA-10001569,13
OFF-LA-10001569,14
OFF-LA-10001569,15
OFF-PA-10000176,3
OFF-PA-10000176,5
OFF-PA-10000176,7
OFF-PA-10000176,9
OFF-PA-10000176,10
OFF-PA-10000176,11
OFF-PA-10000176,13
OFF-PA-10000176,14
OFF-PA-10000176,15
OFF-LA-10002271,3
OFF-LA-10002271,5
OFF-LA-10002271,7
OFF-LA-10002271,9
OFF-LA-10002271,10
OFF-LA-10002271,11
OFF-LA-10002271,13
OFF-LA-10002271,14
OFF-LA-10002271,15
FUR-FU-10004090,1
FUR-FU-10004090,2
FUR-FU-10004090,4
FUR-FU-10004090,6
OFF-AP-10000576,3
OFF-AP-10000576,5
OFF-AP-10000576,7
OFF-AP-10000576,9
OFF-AP-10000576,10
OFF-AP-10000576,11
OFF-AP-10000576,13
OFF-AP-10000576,14
OFF-AP-10000576,15
OFF-PA-10003953,3
OFF-PA-10003953,5
OFF-PA-10003953,7
OFF-PA-10003953,9
OFF-PA-10003953,10
OFF-PA-10003953,11
OFF-PA-10003953,13
OFF-PA-10003953,14
OFF-PA-10003953,15
FUR-FU-10000794,1
FUR-FU-10000794,2
FUR-FU-10000794,4
FUR-FU-10000794,6
OFF-AR-10001897,3
OFF-AR-10001897,5
OFF-AR-10001897,7
OFF-AR-10001897,9
OFF-AR-10001897,10
OFF-AR-10001897,11
OFF-AR-10001897,13
OFF-AR-10001897,14
OFF-AR-10001897,15
TEC-PH-10001795,8
TEC-PH-10001795,12
TEC-PH-10001795,16
TEC-PH-10001795,17
TEC-AC-10004901,8
TEC-AC-10004901,12
TEC-AC-10004901,16
TEC-AC-10004901,17
OFF-AR-10003190,3
OFF-AR-10003190,5
OFF-AR-10003190,7
OFF-AR-10003190,9
OFF-AR-10003190,10
OFF-AR-10003190,11
OFF-AR-10003190,13
OFF-AR-10003190,14
OFF-AR-10003190,15
OFF-AP-10000240,3
OFF-AP-10000240,5
